timestamp,Carrier,OriginCityName,OriginCountry,DestCityName,DestCountry,FlightTimeMin,AvgTicketPrice,Cancelled,FlightDelayType
"Oct 30, 2021 @ 09:51:27.000","Logstash Airways",London,GB,Moscow,RU,"481.459","$964.67",false,"Carrier Delay"
"Oct 30, 2021 @ 09:49:27.000","ES-Air",Durban,ZA,"Raleigh/Durham",US,"753.254","$1,080.98",false,"No Delay"
"Oct 30, 2021 @ 09:48:47.000","Kibana Airlines",Guangzhou,CN,Shanghai,CN,"78.291","$349.83",false,"No Delay"
"Oct 30, 2021 @ 09:41:59.000","Logstash Airways",London,GB,Stockholm,SE,"129.995","$911.99",false,"No Delay"
"Oct 30, 2021 @ 09:41:37.000",JetBeats,Rome,IT,Phoenix,US,"497.048","$789.32",true,"No Delay"
"Oct 30, 2021 @ 09:40:47.000","Kibana Airlines",Toronto,CA,Shanghai,CN,"572.2","$710.69",true,"No Delay"
"Oct 30, 2021 @ 09:37:26.000","Kibana Airlines",Winnipeg,CA,Zurich,CH,"506.328","$925.93",true,"No Delay"
"Oct 30, 2021 @ 09:33:52.000","Logstash Airways",Oslo,NO,Ottawa,CA,"281.349","$996.13",false,"No Delay"
"Oct 30, 2021 @ 09:30:33.000",JetBeats,Verona,IT,Winnipeg,CA,"434.085","$1,061.28",false,"No Delay"
"Oct 30, 2021 @ 09:29:37.000","Logstash Airways",Torino,IT,Warsaw,PL,"95.87","$1,167.85",false,"No Delay"
"Oct 30, 2021 @ 09:29:30.000","Logstash Airways","Frankfurt am Main",DE,"Jeju City",KR,"743.754","$1,072.74",false,"No Delay"
"Oct 30, 2021 @ 09:29:20.000","Kibana Airlines",Quito,EC,Quito,EC,0,"$452.58",false,"No Delay"
"Oct 30, 2021 @ 09:20:08.000","Logstash Airways",Albuquerque,US,Chicago,US,"178.536","$300.34",false,"Late Aircraft Delay"
"Oct 30, 2021 @ 09:18:21.000","Kibana Airlines",Santiago,CL,Osaka,JP,"1,100.52","$725.19",false,"No Delay"
"Oct 30, 2021 @ 09:15:30.000",JetBeats,Seoul,KR,Sydney,AU,"639.179","$935.23",false,"No Delay"
"Oct 30, 2021 @ 09:12:15.000",JetBeats,Minneapolis,US,Tulsa,US,"262.117","$399.8",false,"Carrier Delay"
"Oct 30, 2021 @ 09:08:07.000",JetBeats,Paris,FR,Edmonton,CA,"512.771","$771.39",false,"No Delay"
"Oct 30, 2021 @ 09:06:02.000",JetBeats,Shanghai,CN,Moscow,RU,"429.075","$1,190.23",false,"No Delay"
"Oct 30, 2021 @ 09:00:00.000",JetBeats,London,GB,Shanghai,CN,"440.182","$1,010.57",true,"No Delay"
"Oct 30, 2021 @ 08:56:11.000","Kibana Airlines",Berlin,DE,Rochester,US,"513.289","$479.25",true,"No Delay"
"Oct 30, 2021 @ 08:50:16.000","ES-Air",Santiago,CL,Quito,EC,"289.722","$924.22",false,"No Delay"
"Oct 30, 2021 @ 08:48:29.000","Logstash Airways",Amsterdam,NL,Torino,IT,"150.457","$313.87",false,"Late Aircraft Delay"
"Oct 30, 2021 @ 08:47:43.000",JetBeats,Seoul,KR,Oslo,NO,"569.964","$734.35",false,"NAS Delay"
"Oct 30, 2021 @ 08:46:51.000","Kibana Airlines","Chitose / Tomakomai",JP,Portland,US,"619.768","$959.64",false,"No Delay"
"Oct 30, 2021 @ 08:46:20.000","Logstash Airways",Chengdu,CN,Vienna,AT,"566.668","$488.35",false,"No Delay"
"Oct 30, 2021 @ 08:39:59.000","ES-Air",Richmond,US,Venice,IT,"549.282","$940.23",false,"No Delay"
"Oct 30, 2021 @ 08:34:30.000",JetBeats,"Frankfurt am Main",DE,Oslo,NO,"76.158","$987.16",false,"No Delay"
"Oct 30, 2021 @ 08:31:49.000","ES-Air",Orlando,US,Warsaw,PL,"519.11","$613.66",true,"No Delay"
"Oct 30, 2021 @ 08:29:56.000","Kibana Airlines",Quito,EC,"San Antonio",US,"279.737","$255.63",false,"No Delay"
"Oct 30, 2021 @ 08:19:50.000","Kibana Airlines",Palermo,IT,Pisa,IT,"149.311","$192.02",false,"Security Delay"
"Oct 30, 2021 @ 08:16:53.000","ES-Air",Quito,EC,Melbourne,AU,"819.186","$581.37",true,"No Delay"
"Oct 30, 2021 @ 08:16:24.000","ES-Air",Manchester,GB,Johannesburg,ZA,"724.177","$301.08",false,"Late Aircraft Delay"
"Oct 30, 2021 @ 08:14:59.000","ES-Air","Jeju City",KR,Tucson,US,"857.83","$886.89",false,"Late Aircraft Delay"
"Oct 30, 2021 @ 07:56:22.000","ES-Air",London,GB,Moscow,RU,"207.587","$639.34",false,"No Delay"
"Oct 30, 2021 @ 07:55:07.000","ES-Air",Melbourne,AU,Belogorsk,RU,"474.846","$827.33",false,"No Delay"
"Oct 30, 2021 @ 07:45:55.000",JetBeats,Bogota,CO,Milwaukee,US,"317.799","$448.16",false,"No Delay"
"Oct 30, 2021 @ 07:44:37.000","Kibana Airlines","Las Vegas",US,"Las Vegas",US,0,"$200.19",false,"No Delay"
"Oct 30, 2021 @ 07:42:37.000","ES-Air",Edmonton,CA,Quito,EC,"422.405","$322.59",false,"No Delay"
"Oct 30, 2021 @ 07:32:09.000",JetBeats,"Buenos Aires",AR,Moscow,RU,"748.964","$393",false,"No Delay"
"Oct 30, 2021 @ 07:31:05.000",JetBeats,Rome,IT,Duluth,US,"385.45","$632.33",false,"No Delay"
"Oct 30, 2021 @ 07:30:24.000","Logstash Airways",Verona,IT,Wichita,US,"695.985","$919.03",false,"No Delay"
"Oct 30, 2021 @ 07:20:14.000",JetBeats,Beijing,CN,"San Francisco",US,"594.772","$565.82",false,"No Delay"
"Oct 30, 2021 @ 07:19:36.000","ES-Air",Manchester,GB,Oslo,NO,"415.674","$434.15",false,"Late Aircraft Delay"
"Oct 30, 2021 @ 07:14:17.000","Kibana Airlines","Kansas City",US,Vienna,AT,"795.342","$841.68",false,"Late Aircraft Delay"
"Oct 30, 2021 @ 07:12:35.000","Kibana Airlines",Bari,IT,Chengdu,CN,"381.655","$281.97",false,"No Delay"
"Oct 30, 2021 @ 07:12:35.000","Logstash Airways","Jebel Ali",AE,Moline,US,"658.618","$751.64",false,"No Delay"
"Oct 30, 2021 @ 07:05:24.000","Kibana Airlines",Beijing,CN,Venice,IT,"439.046","$918.66",false,"No Delay"
"Oct 30, 2021 @ 07:01:02.000","ES-Air","Des Moines",US,Quito,EC,"243.247","$872.7",false,"No Delay"
"Oct 30, 2021 @ 07:01:02.000","Logstash Airways",Brisbane,AU,Bogota,CO,"901.848","$469.67",false,"No Delay"
"Oct 30, 2021 @ 06:59:20.000",JetBeats,Montreal,CA,Tokyo,JP,"943.498","$493.8",false,"No Delay"
"Oct 30, 2021 @ 06:54:01.000","Logstash Airways",Louisville,US,Johannesburg,ZA,"1,148.788","$565.01",false,"No Delay"
"Oct 30, 2021 @ 06:44:32.000","Kibana Airlines","Mexico City",MX,Quito,EC,"149.045","$931.65",true,"No Delay"
"Oct 30, 2021 @ 06:39:31.000","Kibana Airlines","Des Moines",US,Quito,EC,"243.247","$932.59",true,"No Delay"
"Oct 30, 2021 @ 06:31:58.000","Logstash Airways","Jebel Ali",AE,Guangzhou,CN,"366.55","$275.44",false,"No Delay"
"Oct 30, 2021 @ 06:26:19.000","Kibana Airlines","Frankfurt am Main",DE,Rome,IT,"79.835","$282.36",false,"No Delay"
"Oct 30, 2021 @ 06:21:59.000","ES-Air",Melbourne,AU,"Buenos Aires",AR,"581.212","$634.64",false,"No Delay"
"Oct 30, 2021 @ 06:15:13.000",JetBeats,Pisa,IT,Moscow,RU,"435.995","$493.9",false,"Carrier Delay"
"Oct 30, 2021 @ 06:15:00.000",JetBeats,Seattle,US,Warsaw,PL,"867.264","$628.94",true,"Carrier Delay"
"Oct 30, 2021 @ 06:07:11.000","Kibana Airlines",Istanbul,TR,Zurich,CH,"148.869","$314.48",false,"NAS Delay"
"Oct 30, 2021 @ 06:03:06.000","Logstash Airways","Cape Town",ZA,Palermo,IT,"571.936","$420.7",false,"No Delay"
"Oct 30, 2021 @ 06:02:52.000","Kibana Airlines",Zurich,CH,Zurich,CH,0,"$128.01",false,"No Delay"
"Oct 30, 2021 @ 06:02:05.000","ES-Air","Salt Lake City",US,Verona,IT,"783.402","$531.16",false,"Late Aircraft Delay"
"Oct 30, 2021 @ 05:57:01.000",JetBeats,Detroit,US,Pisa,IT,"379.018","$371.29",false,"No Delay"
"Oct 30, 2021 @ 05:56:33.000","Kibana Airlines",Phoenix,US,Tokyo,JP,"718.197","$852.39",false,"No Delay"
"Oct 30, 2021 @ 05:50:44.000","ES-Air",Sydney,AU,Sydney,AU,0,"$227.42",true,"No Delay"
"Oct 30, 2021 @ 05:49:16.000","Logstash Airways",Treviso,IT,Torino,IT,"21.123","$152.38",false,"No Delay"
"Oct 30, 2021 @ 05:44:03.000","ES-Air",Greensboro,US,Tokyo,JP,"812.15","$434.44",false,"Late Aircraft Delay"
"Oct 30, 2021 @ 05:41:09.000",JetBeats,"Xi'an",CN,"Xi'an",CN,0,"$198.98",false,"No Delay"
"Oct 30, 2021 @ 05:41:01.000","Kibana Airlines",Mumbai,IN,Copenhagen,DK,"583.191","$788.3",false,"No Delay"
"Oct 30, 2021 @ 05:36:27.000","ES-Air","Buenos Aires",AR,"Xi'an",CN,"898.144","$943.2",false,"No Delay"
"Oct 30, 2021 @ 05:31:32.000",JetBeats,Genova,IT,London,GB,"97.656","$936.67",false,"No Delay"
"Oct 30, 2021 @ 05:29:37.000",JetBeats,Cagliari,IT,Verona,IT,"58.249","$198.48",false,"No Delay"
"Oct 30, 2021 @ 05:24:48.000","Logstash Airways",Dubai,AE,Zurich,CH,"397.774","$585.57",false,"No Delay"
"Oct 30, 2021 @ 05:21:41.000","Kibana Airlines",Genova,IT,Toronto,CA,"319.579","$919.69",false,"No Delay"
"Oct 30, 2021 @ 05:20:53.000","ES-Air",Treviso,IT,Zurich,CH,"18.145","$832.44",false,"No Delay"
"Oct 30, 2021 @ 05:20:21.000","Kibana Airlines",Birmingham,US,Bogota,CO,"313.831","$662.92",false,"No Delay"
"Oct 30, 2021 @ 05:20:20.000","Kibana Airlines",Rome,IT,London,GB,"343.599","$705.68",false,"Carrier Delay"
"Oct 30, 2021 @ 05:13:18.000","Logstash Airways",Moscow,RU,Wichita,US,"561.947","$450.99",false,"NAS Delay"
"Oct 30, 2021 @ 05:08:51.000","ES-Air",Verona,IT,Zurich,CH,"15.363","$991.18",false,"No Delay"
"Oct 30, 2021 @ 05:07:02.000","ES-Air",Portland,US,Hyderabad,IN,"1,141.146","$815.28",true,"No Delay"
"Oct 30, 2021 @ 05:03:43.000",JetBeats,Toronto,CA,"Mexico City",MX,"180.14","$443.81",false,"No Delay"
"Oct 30, 2021 @ 04:59:01.000","Logstash Airways",Guangzhou,CN,Treviso,IT,"739.281","$464.18",false,"NAS Delay"
"Oct 30, 2021 @ 04:55:59.000","ES-Air",Brisbane,AU,Bogota,CO,"687.123","$268.61",false,"No Delay"
"Oct 30, 2021 @ 04:52:42.000",JetBeats,Chengdu,CN,Quito,EC,"1,108.354","$658.74",true,"No Delay"
"Oct 30, 2021 @ 04:34:27.000","Kibana Airlines",Seoul,KR,Quito,EC,"1,010.323","$560.31",false,"No Delay"
"Oct 30, 2021 @ 04:20:59.000","Logstash Airways",Tokyo,JP,Vienna,AT,"833.188","$756.42",false,"No Delay"
"Oct 30, 2021 @ 04:18:52.000",JetBeats,Moscow,RU,Belogorsk,RU,"350.427","$165.47",true,"No Delay"
"Oct 30, 2021 @ 04:05:28.000","Kibana Airlines",Rome,IT,"Jeju City",KR,"442.216","$956.02",false,"No Delay"
"Oct 30, 2021 @ 04:02:30.000",JetBeats,Tucson,US,Winnipeg,CA,"151.956","$614.19",false,"No Delay"
"Oct 30, 2021 @ 04:02:30.000","Logstash Airways",Mumbai,IN,Winnipeg,CA,"976.151","$584.29",false,"NAS Delay"
"Oct 30, 2021 @ 03:37:40.000",JetBeats,"Newport News",US,"San Antonio",US,"157.577","$143.42",false,"No Delay"
"Oct 30, 2021 @ 03:36:54.000",JetBeats,"Chitose / Tomakomai",JP,Shanghai,CN,"103.92","$956.06",false,"No Delay"
"Oct 30, 2021 @ 03:30:03.000",JetBeats,Palermo,IT,Osaka,JP,"833.464","$260.4",true,"No Delay"
"Oct 30, 2021 @ 03:27:46.000",JetBeats,Norfolk,US,Oslo,NO,"491.664","$583.91",false,"No Delay"
"Oct 30, 2021 @ 03:27:31.000","ES-Air","Chitose / Tomakomai",JP,Spokane,US,"684.471","$628.97",true,"Late Aircraft Delay"
"Oct 30, 2021 @ 03:26:45.000","Logstash Airways",Winnipeg,CA,Winnipeg,CA,105,"$236.48",true,"Security Delay"
"Oct 30, 2021 @ 03:24:54.000","Logstash Airways",Oslo,NO,Seattle,US,"840.116","$252.54",false,"Carrier Delay"
"Oct 30, 2021 @ 03:24:16.000","Kibana Airlines",Tokyo,JP,Tokyo,JP,"3.981","$183.87",true,"No Delay"
"Oct 30, 2021 @ 03:23:07.000","ES-Air",Cologne,DE,Milan,IT,"51.937","$962.02",false,"No Delay"
"Oct 30, 2021 @ 03:06:37.000","Logstash Airways",Naples,IT,Tucson,US,"635.359","$325.19",false,"No Delay"
"Oct 30, 2021 @ 02:52:14.000",JetBeats,Guangzhou,CN,Rome,IT,"573.234","$784.02",false,"No Delay"
"Oct 30, 2021 @ 02:52:11.000",JetBeats,Norfolk,US,Warsaw,PL,"609.509","$954.47",false,"No Delay"
"Oct 30, 2021 @ 02:48:10.000",JetBeats,Vienna,AT,"Xi'an",CN,"569.426","$804.72",false,"No Delay"
"Oct 30, 2021 @ 02:47:56.000","Logstash Airways",Beijing,CN,Palermo,IT,"697.312","$676.13",false,"No Delay"
"Oct 30, 2021 @ 02:39:50.000","Logstash Airways",Barcelona,ES,Minneapolis,US,"383.666","$412.82",false,"No Delay"
"Oct 30, 2021 @ 02:34:25.000",JetBeats,Shanghai,CN,Tokyo,JP,"93.678","$814.85",false,"No Delay"
"Oct 30, 2021 @ 02:30:51.000","Logstash Airways",Moscow,RU,Verona,IT,"326.158","$610.82",false,"Late Aircraft Delay"
"Oct 30, 2021 @ 02:18:34.000","Kibana Airlines",Torino,IT,Torino,IT,0,"$115.84",true,"No Delay"
"Oct 30, 2021 @ 02:18:06.000",JetBeats,Shanghai,CN,Torino,IT,"615.108","$690.13",false,"No Delay"
"Oct 30, 2021 @ 02:16:25.000","Kibana Airlines",Pisa,IT,Shanghai,CN,"762.844","$711.08",false,"No Delay"
"Oct 30, 2021 @ 02:12:43.000","Logstash Airways","Raleigh/Durham",US,Tulsa,US,"109.966","$130",false,"No Delay"
"Oct 30, 2021 @ 02:12:36.000","Kibana Airlines",Edmonton,CA,Newark,US,"232.539","$748.24",false,"No Delay"
"Oct 30, 2021 @ 02:07:29.000","Kibana Airlines",Milwaukee,US,Tokyo,JP,"526.941","$895.31",false,"No Delay"
"Oct 30, 2021 @ 02:01:05.000","Logstash Airways",Istanbul,TR,Johannesburg,ZA,"521.525","$396.4",false,"Carrier Delay"
"Oct 30, 2021 @ 01:45:38.000","Kibana Airlines","Cape Town",ZA,Venice,IT,"464.39","$683.86",false,"No Delay"
"Oct 30, 2021 @ 01:42:41.000","Logstash Airways",Mumbai,IN,Oslo,NO,"510.109","$686.33",false,"No Delay"
"Oct 30, 2021 @ 01:39:31.000","ES-Air",Adelaide,AU,Osaka,JP,"367.905","$459.09",false,"No Delay"
"Oct 30, 2021 @ 01:39:31.000",JetBeats,Lima,PE,"Chitose / Tomakomai",JP,"787.398","$341.56",false,"No Delay"
"Oct 30, 2021 @ 01:37:45.000","ES-Air",Vienna,AT,"Xi'an",CN,"352.502","$563.14",false,"No Delay"
"Oct 30, 2021 @ 01:35:16.000",JetBeats,Amsterdam,NL,"Mexico City",MX,"606.257","$847.74",false,"Carrier Delay"
"Oct 30, 2021 @ 01:35:03.000",JetBeats,"Fort Wayne",US,"Frankfurt am Main",DE,"575.303","$801.88",true,"No Delay"
"Oct 30, 2021 @ 01:21:54.000","ES-Air",Berlin,DE,Warsaw,PL,"43.726","$753.72",false,"No Delay"
"Oct 30, 2021 @ 00:54:13.000","Logstash Airways",Quito,EC,Munich,DE,"501.535","$498.89",false,"No Delay"
"Oct 30, 2021 @ 00:54:07.000","Kibana Airlines",Munich,DE,Tokyo,JP,"781.78","$998.26",false,"No Delay"
"Oct 30, 2021 @ 00:54:07.000","Logstash Airways",Pisa,IT,Vienna,AT,"57.207","$509.76",true,"No Delay"
"Oct 30, 2021 @ 00:54:00.000","Kibana Airlines",Zurich,CH,Zurich,CH,0,"$160.84",false,"No Delay"
"Oct 30, 2021 @ 00:54:00.000","Kibana Airlines",Louisville,US,Belogorsk,RU,"728.009","$730.94",false,"Late Aircraft Delay"
"Oct 30, 2021 @ 00:53:12.000","Logstash Airways",Amsterdam,NL,"Xi'an",CN,"506.464","$593.04",false,"Carrier Delay"
"Oct 30, 2021 @ 00:47:21.000","ES-Air","Xi'an",CN,"Xi'an",CN,0,"$221.78",true,"No Delay"
"Oct 30, 2021 @ 00:43:40.000","Logstash Airways","Mexico City",MX,Tokyo,JP,"629.453","$891.22",false,"No Delay"
"Oct 30, 2021 @ 00:40:26.000","ES-Air",Winnipeg,CA,"Xi'an",CN,"859.68","$793.71",false,"No Delay"
"Oct 30, 2021 @ 00:31:18.000",JetBeats,Ottawa,CA,Treviso,IT,"432.733","$651.99",false,"No Delay"
"Oct 30, 2021 @ 00:30:42.000","Kibana Airlines","Buenos Aires",AR,Torino,IT,"651.995","$800.48",false,"No Delay"
"Oct 30, 2021 @ 00:23:17.000",JetBeats,Bologna,IT,Toronto,CA,"686.903","$643.36",false,"Carrier Delay"
"Oct 30, 2021 @ 00:08:20.000",JetBeats,Adelaide,AU,London,GB,"855.891","$937.1",false,"No Delay"
"Oct 30, 2021 @ 00:02:03.000","Kibana Airlines","Xi'an",CN,"Xi'an",CN,90,"$220.53",false,"NAS Delay"
"Oct 30, 2021 @ 00:01:46.000",JetBeats,Osaka,JP,Rome,IT,"513.825","$737.92",false,"No Delay"
"Oct 29, 2021 @ 23:55:39.000","Kibana Airlines",Bogota,CO,London,GB,"498.42","$850.11",false,"No Delay"
"Oct 29, 2021 @ 23:46:00.000","Logstash Airways",Chengdu,CN,"Frankfurt am Main",DE,"711.576","$338.43",false,"No Delay"
"Oct 29, 2021 @ 23:43:35.000","ES-Air",Tokyo,JP,Olenegorsk,RU,"467.85","$817.42",false,"No Delay"
"Oct 29, 2021 @ 23:41:19.000","ES-Air",Barcelona,ES,Sydney,AU,"1,528.019","$258.3",true,"Late Aircraft Delay"
"Oct 29, 2021 @ 23:37:42.000","Logstash Airways",Sydney,AU,Treviso,IT,"1,088.146","$965.84",false,"No Delay"
"Oct 29, 2021 @ 23:37:42.000",JetBeats,Bogota,CO,Tokyo,JP,"1,097.474","$931.61",true,"No Delay"
"Oct 29, 2021 @ 23:15:29.000",JetBeats,Wichita,US,Zurich,CH,"822.382","$276.2",false,"Carrier Delay"
"Oct 29, 2021 @ 23:14:06.000","Kibana Airlines",Torino,IT,Warsaw,PL,"95.87","$360.27",false,"No Delay"
"Oct 29, 2021 @ 23:05:44.000",JetBeats,Mumbai,IN,Olenegorsk,RU,"305.086","$845.47",false,"No Delay"
"Oct 29, 2021 @ 22:57:30.000",JetBeats,Buffalo,US,Quito,EC,"227.169","$719.77",false,"No Delay"
"Oct 29, 2021 @ 22:51:52.000","ES-Air",Dubai,AE,Montreal,CA,"709.32","$756.61",false,"No Delay"
"Oct 29, 2021 @ 22:50:55.000","Logstash Airways",Lima,PE,Belogorsk,RU,"824.164","$463.07",false,"Late Aircraft Delay"
"Oct 29, 2021 @ 22:49:20.000","Logstash Airways",Sydney,AU,Zurich,CH,"1,380.443","$380.3",false,"No Delay"
"Oct 29, 2021 @ 22:46:55.000","Logstash Airways",Bologna,IT,Belogorsk,RU,"371.609","$888.44",false,"No Delay"
"Oct 29, 2021 @ 22:41:42.000",JetBeats,Quito,EC,Johannesburg,ZA,"1,060.408","$473.85",true,"No Delay"
"Oct 29, 2021 @ 22:33:30.000",JetBeats,Wichita,US,Zurich,CH,"474.622","$738.83",true,"No Delay"
"Oct 29, 2021 @ 22:32:57.000","Logstash Airways",Copenhagen,DK,"San Juan",PR,"401.343","$804.36",false,"No Delay"
"Oct 29, 2021 @ 22:28:47.000","Kibana Airlines",Catania,IT,Belogorsk,RU,"608.03","$760.67",false,"Weather Delay"
"Oct 29, 2021 @ 22:28:25.000","ES-Air",Norfolk,US,Wichita,US,"94.049","$213.91",false,"No Delay"
"Oct 29, 2021 @ 22:26:18.000",JetBeats,"San Juan",PR,Shanghai,CN,"1,032.588","$874.91",false,"No Delay"
"Oct 29, 2021 @ 22:20:56.000","Kibana Airlines",Tokyo,JP,Vienna,AT,"539.121","$327.09",true,"No Delay"
"Oct 29, 2021 @ 22:19:53.000",JetBeats,Bari,IT,Stockholm,SE,"98.136","$923.54",false,"No Delay"
"Oct 29, 2021 @ 22:03:46.000","ES-Air",Shanghai,CN,"Xi'an",CN,"58.63","$237.07",false,"No Delay"
"Oct 29, 2021 @ 22:02:18.000",JetBeats,Jackson,US,Lima,PE,"463.311","$526.93",false,"No Delay"
"Oct 29, 2021 @ 21:57:17.000","Logstash Airways",Dubai,AE,Bogota,CO,"1,109.653","$863.92",false,"Late Aircraft Delay"
"Oct 29, 2021 @ 21:55:24.000","ES-Air",Helsinki,FI,Milan,IT,"102.795","$827.7",false,"No Delay"
"Oct 29, 2021 @ 21:41:01.000","Kibana Airlines","Xi'an",CN,"Xi'an",CN,300,"$239.34",false,"Late Aircraft Delay"
"Oct 29, 2021 @ 21:32:22.000","Kibana Airlines",Bogota,CO,Milan,IT,"567.751","$374.41",true,"No Delay"
"Oct 29, 2021 @ 21:29:13.000","ES-Air",Guangzhou,CN,Jackson,US,"1,113.441","$635.81",false,"No Delay"
"Oct 29, 2021 @ 21:21:55.000","Logstash Airways",Shanghai,CN,Vienna,AT,"774.2","$811.31",true,"No Delay"
"Oct 29, 2021 @ 21:18:59.000",JetBeats,Cagliari,IT,Pisa,IT,"38.83","$121.03",true,"No Delay"
"Oct 29, 2021 @ 21:10:14.000",JetBeats,Edmonton,CA,Edmonton,CA,0,"$199.98",false,"No Delay"
"Oct 29, 2021 @ 21:06:07.000",JetBeats,Quito,EC,"Buenos Aires",AR,"207.571","$815.31",false,"No Delay"
"Oct 29, 2021 @ 20:51:11.000",JetBeats,"Cape Town",ZA,Warsaw,PL,"636.288","$284.94",false,"No Delay"
"Oct 29, 2021 @ 20:45:49.000","ES-Air",Indianapolis,US,Quito,EC,"280.357","$302.42",false,"No Delay"
"Oct 29, 2021 @ 20:37:28.000","ES-Air",Bergamo,IT,Seoul,KR,"736.676","$668.92",true,"No Delay"
"Oct 29, 2021 @ 20:31:47.000","Kibana Airlines",Osaka,JP,Ottawa,CA,"886.785","$596.65",false,"No Delay"
"Oct 29, 2021 @ 20:31:37.000","Kibana Airlines",Seoul,KR,Guangzhou,CN,"146.555","$815.87",false,"NAS Delay"
"Oct 29, 2021 @ 20:28:55.000","Logstash Airways",Moscow,RU,Vienna,AT,"128.207","$986.53",false,"No Delay"
"Oct 29, 2021 @ 20:26:36.000","Logstash Airways",Quito,EC,Nashville,US,"373.184","$833.63",true,"No Delay"
"Oct 29, 2021 @ 20:22:46.000","Logstash Airways",Wichita,US,Winnipeg,CA,"80.134","$913.11",true,"No Delay"
"Oct 29, 2021 @ 20:21:12.000","Kibana Airlines",Seoul,KR,Stockholm,SE,"412.347","$906.91",false,"No Delay"
"Oct 29, 2021 @ 20:12:43.000","ES-Air",Belogorsk,RU,Zurich,CH,"696.859","$904.35",false,"No Delay"
"Oct 29, 2021 @ 20:00:33.000","Kibana Airlines",Paris,FR,Santiago,CL,"986.804","$338.81",false,"NAS Delay"
"Oct 29, 2021 @ 19:57:59.000","Logstash Airways",Helsinki,FI,"New Delhi",IN,"435.757","$535.49",false,"No Delay"
"Oct 29, 2021 @ 19:55:22.000","Logstash Airways",Palermo,IT,Savannah,US,"747.71","$585.25",false,"No Delay"
"Oct 29, 2021 @ 19:52:28.000",JetBeats,"Buenos Aires",AR,Oslo,NO,"1,116.831","$945.39",false,"No Delay"
"Oct 29, 2021 @ 19:52:28.000","ES-Air",Copenhagen,DK,Hyderabad,IN,"384.724","$701.27",false,"No Delay"
"Oct 29, 2021 @ 19:50:45.000",JetBeats,Dublin,IE,Osaka,JP,"979.106","$974.97",false,"NAS Delay"
"Oct 29, 2021 @ 19:49:07.000","ES-Air",Casper,US,Warsaw,PL,"756.791","$304.07",false,"No Delay"
"Oct 29, 2021 @ 19:44:31.000",JetBeats,Edmonton,CA,Manchester,GB,"346.9","$895.22",false,"No Delay"
"Oct 29, 2021 @ 19:31:55.000","ES-Air",Durban,ZA,Winnipeg,CA,"758.701","$748.04",false,"No Delay"
"Oct 29, 2021 @ 19:31:55.000",JetBeats,Hyderabad,IN,Stockholm,SE,"353.91","$351.58",false,"No Delay"
"Oct 29, 2021 @ 19:31:54.000","Kibana Airlines",Tokyo,JP,Tokyo,JP,360,"$242.38",false,"Weather Delay"
"Oct 29, 2021 @ 19:29:09.000","Logstash Airways",Catania,IT,Zurich,CH,"102.673","$668.74",false,"No Delay"
"Oct 29, 2021 @ 19:28:24.000","ES-Air",Naples,IT,Johannesburg,ZA,"702.198","$895.5",true,"Late Aircraft Delay"
"Oct 29, 2021 @ 19:25:43.000","ES-Air",Durban,ZA,Montreal,CA,"1,030.637","$582.19",false,"No Delay"
"Oct 29, 2021 @ 19:21:47.000","ES-Air",Tokyo,JP,Vienna,AT,"436.432","$469.01",false,"No Delay"
"Oct 29, 2021 @ 19:15:44.000","ES-Air",Osaka,JP,Montreal,CA,"890.735","$499.28",false,"No Delay"
"Oct 29, 2021 @ 19:06:01.000",JetBeats,Tokoname,JP,Oslo,NO,"522.897","$501.69",false,"No Delay"
"Oct 29, 2021 @ 18:55:02.000","Kibana Airlines",Milan,IT,Montreal,CA,"475.219","$284.36",false,"No Delay"
"Oct 29, 2021 @ 18:53:53.000","ES-Air",Catania,IT,"Mexico City",MX,"593.686","$520.71",false,"No Delay"
"Oct 29, 2021 @ 18:52:16.000","ES-Air",Vienna,AT,Winnipeg,CA,"437.426","$758.89",false,"No Delay"
"Oct 29, 2021 @ 18:50:05.000",JetBeats,"New York",US,Rome,IT,"487.403","$587.49",false,"Security Delay"
"Oct 29, 2021 @ 18:47:59.000",JetBeats,Shanghai,CN,Washington,US,800,"$711.26",false,"No Delay"
"Oct 29, 2021 @ 18:45:26.000","Logstash Airways","Abu Dhabi",AE,Belleville,US,"807.733","$953.87",false,"No Delay"
"Oct 29, 2021 @ 18:45:21.000","Kibana Airlines",Melbourne,AU,Orlando,US,"921.35","$593.55",false,"No Delay"
"Oct 29, 2021 @ 18:31:57.000","Kibana Airlines",Shanghai,CN,Verona,IT,"565.287","$714.98",false,"No Delay"
"Oct 29, 2021 @ 18:30:29.000","Kibana Airlines",Pisa,IT,Moscow,RU,"213.813","$572",false,"No Delay"
"Oct 29, 2021 @ 18:20:14.000","Kibana Airlines","Jeju City",KR,Olenegorsk,RU,"353.416","$395.96",false,"No Delay"
"Oct 29, 2021 @ 18:17:53.000","Logstash Airways",Moscow,RU,Tokyo,JP,"626.036","$775.02",true,"No Delay"
"Oct 29, 2021 @ 18:17:31.000","ES-Air",Hartford,US,Milan,IT,"526.675","$724.41",true,"No Delay"
"Oct 29, 2021 @ 18:06:57.000","Kibana Airlines",Seoul,KR,Miami,US,"692.619","$859.26",false,"No Delay"
"Oct 29, 2021 @ 18:06:57.000",JetBeats,Belogorsk,RU,Verona,IT,"595.815","$419.89",false,"No Delay"
